,station_name,total_departures,latitude,longitude
1711,West Broadway & Watts St,24815,40.7232,-74.0031
841,E 72 St & Park Ave,24777,40.7712,-73.9641
1061,Jay St & Tech Pl,24774,40.6951,-73.9872
1679,Walker St & Baxter St,24665,40.7174,-73.9996
345,Adam Clayton Powell Blvd & W 126 St,24617,40.8095,-73.9478
107,3 St & 7 Ave,24616,40.6704,-73.9784
946,Fulton St & Waverly Ave,24587,40.6832,-73.966
876,E Houston St & Columbia St,24576,40.7198,-73.9787
285,6 Ave & Canal St,24517,40.7224,-74.0057
1706,Watts St & Greenwich St,24411,40.7241,-74.0097
1665,W 92 St & Broadway,24346,40.7921,-73.9739
1285,Parade Pl & Crooke Ave,24337,40.6518,-73.9652
1536,W 106 St & Amsterdam Ave,24173,40.8008,-73.9664
131,31 St & Newtown Ave,24078,40.7675,-73.9209
836,E 68 St & 3 Ave,23967,40.7671,-73.9622
28,12 Ave & W 125 St,23929,40.8183,-73.9604
1542,W 113 St & Broadway,23720,40.806,-73.9649
656,Devoe St & Lorimer St,23479,40.7134,-73.9491
814,E 51 St & Lexington Ave,23385,40.7571,-73.9721
1367,Riverside Dr & W 91 St,23319,40.7931,-73.977
1034,Hicks St & Montague St,23287,40.6951,-73.996
1206,Monroe St & Bedford Ave,23130,40.6851,-73.9538
1138,Liberty St & Nassau St,23098,40.7086,-74.0094
929,Front St & Jay St,23054,40.7025,-73.9868
1211,Montague St & Clinton St,22951,40.6943,-73.9923
1715,West End Ave & W 78 St,22821,40.7838,-73.9817
471,Broadway & Roebling St,22729,40.7092,-73.9606
283,6 Ave & 9 St,22721,40.6681,-73.9838
21,10 St & 7 Ave,22574,40.6662,-73.982
1273,Old Slip & South St,22473,40.7034,-74.0079
1077,John St & William St,22461,40.7086,-74.0072
1713,West End Ave & W 107 St,22436,40.8021,-73.9682
825,E 58 St & Madison Ave,22336,40.763,-73.9721
609,Columbia St & Rivington St,22307,40.7174,-73.9802
529,Carlton Ave & Dean St,22299,40.681,-73.971
647,Dean St & Franklin Ave,22268,40.6776,-73.9556
684,E 102 St & 1 Ave,22095,40.787,-73.9416
1087,Kingsland Ave & Nassau Ave,22042,40.7258,-73.9417
1610,W 35 St & 8 Ave,22009,40.7528,-73.9928
49,2 Ave & E 55 St,21945,40.7579,-73.9664
1375,Rutgers St & Henry St,21943,40.7133,-73.9901
128,31 St & Broadway,21937,40.7616,-73.9259
669,Douglass St & 3 Ave,21929,40.6802,-73.9843
1299,Pearl St & Hanover Square,21916,40.7047,-74.0093
1544,W 116 St & Broadway,21814,40.8082,-73.9641
1382,Sands St & Jay St,21798,40.7001,-73.9862
512,Bus Slip & State St,21753,40.7019,-74.0139
585,Classon Ave & St Marks Ave,21749,40.6765,-73.9596
1462,Steinway St & Broadway,21726,40.7591,-73.919
1416,South St & Pike St,21588,40.7099,-73.9916
918,Franklin St & W Broadway,21579,40.7191,-74.0067
542,Catherine St & Monroe St,21539,40.7112,-73.9968
1103,Lafayette Ave & St James Pl,21531,40.6885,-73.9648
101,3 Ave & E 71 St,21497,40.7687,-73.9612
1121,Leonard St & Maujer St,21495,40.7104,-73.9471
0,1 Ave & E 110 St,21478,40.7923,-73.9383
1128,Lexington Ave & E 111 St,21468,40.7954,-73.9441
869,E 93 St & 2 Ave,21433,40.7825,-73.9489
397,Ave D & E 8 St,21420,40.7237,-73.9757
1059,Jackson Ave & 46 Rd,21342,40.7452,-73.9473
1167,Madison Ave & E 99 St,21340,40.7895,-73.9524
488,Broadway & W 37 St,21285,40.7517,-73.9875
1664,W 90 St & Amsterdam Ave,21263,40.7902,-73.9729
1543,W 116 St & Amsterdam Ave,21263,40.8068,-73.9607
1386,Schermerhorn St & Court St,21215,40.691,-73.9918
1702,Water St & Gouverneur Ln,21158,40.7047,-74.008
1466,Sterling Pl & Bedford Ave,21064,40.6727,-73.9541
1259,Nevins St & Schermerhorn St,21024,40.6874,-73.9818
552,Center Blvd & 51 Ave,21012,40.7434,-73.9596
469,Broadway & Morris St,20963,40.7059,-74.0132
1292,Park Pl & Church St,20945,40.7133,-74.0094
599,Clinton St & Tillary St,20910,40.6962,-73.9914
655,Delancey St & Eldridge St,20902,40.7194,-73.9915
425,Bergen St & 4 Ave,20722,40.6826,-73.9799
1173,Madison St & Montgomery St,20565,40.7131,-73.9848
671,Driggs Ave & Lorimer St,20521,40.7218,-73.9504
859,E 85 St & York Ave,20471,40.7754,-73.948
847,E 78 St & 2 Ave,20426,40.7728,-73.9558
851,E 81 St & 3 Ave,20406,40.7757,-73.9568
453,Broad St & Bridge St,20398,40.7037,-74.0117
1176,Maiden Ln & Pearl St,20364,40.7071,-74.0073
643,DeKalb Ave & Franklin Ave,20282,40.6906,-73.9575
673,Driggs Ave & N Henry St,20210,40.7232,-73.9431
619,Congress St & Clinton St,20116,40.6883,-73.9955
1433,St Johns Pl & Washington Ave,20097,40.6737,-73.9632
1693,Washington Ave & Park Ave,20067,40.6961,-73.9675
854,E 82 St & East End Ave,20035,40.7725,-73.9468
1127,Lexington Ave & Classon Ave,20034,40.6868,-73.9593
534,Carroll St & 5 Ave,19992,40.6752,-73.9815
837,E 68 St & Madison Ave,19980,40.7692,-73.967
1385,Schermerhorn St & Bond St,19937,40.6884,-73.9845
1161,Macon St & Nostrand Ave,19926,40.681,-73.95
1374,Roosevelt Island Tramway,19902,40.7573,-73.9536
1100,Lafayette Ave & Classon Ave,19885,40.689,-73.9602
126,31 St & 23 Ave,19874,40.7748,-73.9126
398,Avenue C & E 18 St,19831,40.7306,-73.974
588,Clermont Ave & Lafayette Ave,19740,40.6876,-73.9697
10,1 Ave & E 94 St,19683,40.7817,-73.9459
507,Brooklyn Bridge Park - Pier 2,19615,40.6985,-73.9972
1317,Pleasant Ave & E 116 St,19591,40.795,-73.9333
1700,Washington St & Laight St,19411,40.7223,-74.0106
637,Cumberland St & Lafayette Ave,19231,40.6875,-73.9727
577,Cherry St,19203,40.7122,-73.9795
104,3 Ave & Schermerhorn St,19139,40.6868,-73.9797
436,Bialystoker Pl & Delancey St,19100,40.7162,-73.9826
1272,Old Fulton St,19069,40.7028,-73.9938
1126,Lewis Ave & Madison St,19047,40.6863,-73.9358
628,Crescent St & 30 Ave,19023,40.7687,-73.925
1541,W 111 St & 5 Ave,18953,40.7975,-73.9489
600,Clinton St & Union St,18922,40.6831,-73.9979
1538,W 107 St & Columbus Ave,18888,40.7998,-73.9621
1210,Monroe St & Tompkins Ave,18865,40.6862,-73.9447
949,Garfield Pl & 8 Ave,18813,40.6712,-73.9748
670,Douglass St & 4 Ave,18751,40.6793,-73.9815
524,Cadman Plaza E & Tillary St,18697,40.696,-73.9901
916,Franklin Ave & St Marks Ave,18669,40.6758,-73.9562
631,Crescent St & Broadway,18668,40.7634,-73.9286
1309,Pike St & Monroe St,18625,40.7117,-73.9919
835,E 67 St & Park Ave,18605,40.7678,-73.9659
1356,River Ter & Warren St,18604,40.7176,-74.0159
1535,W 104 St & Amsterdam Ave,18601,40.799,-73.9665
1381,S Portland Ave & Hanson Pl,18601,40.6854,-73.9743
1184,Market St & Cherry St,18571,40.7108,-73.994
1716,West End Ave & W 94 St,18472,40.7942,-73.9741
811,E 50 St & Park Ave,18385,40.7573,-73.9742
867,E 91 St & Park Ave,18380,40.7834,-73.9552
1049,India St Pier,18264,40.7317,-73.9612
887,Eastern Pkwy & Washington Ave,18116,40.6716,-73.9631
1612,W 35 St & Dyer Ave,18101,40.7547,-73.9974
690,E 106 St & Madison Ave,18100,40.7934,-73.9495
523,Cadman Plaza E & Red Cross Pl,18095,40.6999,-73.9897
1244,N 11 St & Kent Ave,18063,40.7225,-73.9592
1238,Myrtle Ave & Fleet Pl,17943,40.6935,-73.9819
1027,Henry St & Degraw St,17942,40.6848,-73.9992
852,E 81 St & Park Ave,17918,40.7768,-73.959
1230,Motorgate,17797,40.7639,-73.9477
790,E 35 St & Madison Ave,17796,40.7485,-73.9826
416,Bayard St & Leonard St,17790,40.7192,-73.9489
83,27 St & Hunter St,17780,40.7485,-73.9413
1622,W 40 St & 7 Ave,17747,40.7548,-73.9882
1498,Underhill Ave & Lincoln Pl,17690,40.674,-73.9671
822,E 58 St & 1 Ave (NE Corner),17647,40.7589,-73.9623
535,Carroll St & 6 Ave,17563,40.6741,-73.9787
1365,Riverside Dr & W 78 St,17513,40.7841,-73.9836
1694,Washington Park,17507,40.6918,-73.9737
1338,Prospect Pl & Underhill Ave,17503,40.677,-73.9658
205,45 Ave & 21 St,17465,40.7474,-73.9478
439,Boerum Pl\t& Pacific St,17335,40.6885,-73.9912
1097,Kosciuszko St & Tompkins Ave,17220,40.6913,-73.9452
32,14 St & 7 Ave,17132,40.6638,-73.984
179,4 Ave & 9 St,17116,40.6705,-73.9888
1504,Union St & 4 Ave,17076,40.6773,-73.9828
967,Grand Ave & Bergen St,17065,40.678,-73.9624
1383,Sands St Gate,17046,40.6996,-73.9798
344,Adam Clayton Powell Blvd & W 123 St,16966,40.8078,-73.9494
1321,President St & 4 Ave,16958,40.6768,-73.9833
942,Fulton St & Irving Pl,16934,40.6819,-73.9594
1192,Melrose St & Broadway,16883,40.6975,-73.9359
667,Dock 72 Way & Market St,16859,40.6998,-73.9714
1692,Washington Ave & Greene Ave,16723,40.6865,-73.9656
1687,Warren St & Smith St,16710,40.6854,-73.9913
1088,Kingston Ave & Herkimer St,16622,40.6789,-73.9414
1755,Wyckoff Av & Stanhope St,16621,40.7035,-73.9178
834,E 66 St & Madison Ave,16607,40.768,-73.9685
1756,Wyckoff Ave & Gates Ave,16516,40.6999,-73.9117
1109,Lefferts Pl & Franklin Ave,16431,40.6803,-73.9558
44,2 Ave & E 104 St,16360,40.7892,-73.9437
87,28 St & 41 Ave,16301,40.751,-73.938
995,Greene Ave & Nostrand Ave,16301,40.6883,-73.9509
362,Amsterdam Ave & W 119 St,16248,40.8086,-73.9596
1737,Willoughby Ave & Tompkins Ave,16241,40.6943,-73.9463
31,14 St & 5 Ave,16240,40.6663,-73.989
102,3 Ave & E 72 St,16233,40.7699,-73.9606
648,Dean St & Hoyt St,16202,40.6864,-73.9876
343,Adam Clayton Powell Blvd & W 118 St,16190,40.8044,-73.9515
290,6 St & 7 Ave,16161,40.6687,-73.9799
1078,Johnson St & Gold St,16137,40.6947,-73.9836
700,E 118 St & 1 Ave,16069,40.7975,-73.935
451,Bridge St & Water St,16057,40.703,-73.9847
1014,Hancock St & Bedford Ave,15980,40.6822,-73.954
1642,W 52 St & 11 Ave,15957,40.7673,-73.9939
881,East End Ave & E 86 St,15914,40.7752,-73.9445
166,38 St & 30 Ave,15903,40.7642,-73.9158
831,E 60 St & York Ave,15881,40.7591,-73.9592
348,Adam Clayton Powell Blvd & W 138 St,15861,40.817,-73.9423
1082,Kent Ave & Division Ave,15821,40.7066,-73.9683
129,31 St & Ditmars Blvd,15801,40.7762,-73.9105
930,Front St & Washington St,15768,40.7026,-73.9894
1455,Stanton St & Mangin St,15763,40.7178,-73.9763
996,Greene Ave & Throop Ave,15723,40.6895,-73.9421
1685,Wards Meadow Comfort Station,15702,40.7829,-73.9308
686,E 103 St & Lexington Ave,15660,40.7903,-73.9476
1483,Suydam St & Broadway,15639,40.6954,-73.9322
399,Avenue D & E 10 St,15532,40.7251,-73.9752
519,Bushwick Ave & Powers St,15509,40.7125,-73.941
1007,Grove St & Broadway,15383,40.6905,-73.9235
654,Degraw St & Smith St,15373,40.6829,-73.9932
52,2 Ave & E 99 St,15296,40.7863,-73.9455
1022,Harrison St & Hudson St,15277,40.7187,-74.009
527,Cambridge Pl & Gates Ave,15241,40.6849,-73.963
1246,N 15 St & Wythe Ave,15230,40.7241,-73.9557
440,Boerum St & Broadway,15211,40.7054,-73.9498
178,4 Ave & 3 St,15181,40.6737,-73.9856
668,Dock St & Front St,15127,40.7027,-73.9925
689,E 106 St & Lexington Ave,15105,40.792,-73.946
1735,Willoughby Ave & Myrtle Ave,15094,40.6976,-73.931
1619,W 39 St & 9 Ave,15089,40.7565,-73.9937
1457,State St & Smith St,15050,40.6892,-73.9886
1431,St James Pl & Pearl St,14991,40.7112,-74.0002
118,31 Ave & 34 St,14978,40.7632,-73.9208
1411,Soissons Landing,14937,40.6923,-74.0149
945,Fulton St & Utica Ave,14935,40.6794,-73.9299
1344,Putnam Ave & Throop Ave,14928,40.6852,-73.9411
870,E 95 St & 3 Ave,14887,40.7849,-73.9505
1290,Park Cir & East Dr,14877,40.6516,-73.9722
605,Columbia Heights & Cranberry St,14846,40.7004,-73.9955
1040,Hudson Blvd E & W 36 St,14775,40.7563,-73.9995
1335,Prospect Pl & 6 Ave,14764,40.6793,-73.9752
1501,Union Ave & Jackson St,14693,40.7161,-73.952
1410,Smith St & 9 St,14660,40.6747,-73.9979
963,Graham Ave & Withers St,14637,40.717,-73.9449
441,Bond St & Bergen St,14589,40.685,-73.9862
389,Astoria Park S & Shore Blvd,14503,40.7767,-73.9276
1233,Mt Morris Park W & W 120 St,14489,40.804,-73.9459
941,Fulton St & Clermont Ave,14481,40.6842,-73.9692
1372,Rogers Ave & Sterling St,14460,40.6631,-73.9539
755,E 17 St & 2 Ave,14459,40.7343,-73.9837
696,E 114 St & 1 Ave,14429,40.7946,-73.9363
1219,Morningside Ave & W 123 St,14404,40.81,-73.9552
1181,Marcy Ave & Lafayette Ave,14394,40.6901,-73.9479
1465,Sterling Pl & 5 Ave,14392,40.679,-73.9786
674,Duane St & Hudson St,14371,40.717,-74.0092
1237,Murray St\t& West St,14352,40.715,-74.0125
1499,Underhill Ave & Pacific St,14348,40.6805,-73.9647
1438,St Marks Pl & 4 Ave,14251,40.6818,-73.9799
1409,Smith St & 3 St,14240,40.6787,-73.996
497,Broadway & Whipple St,14197,40.7017,-73.9437
411,Barclay St & Church St,14179,40.7129,-74.0102
697,E 115 St & Lexington Ave,14154,40.7979,-73.9423
1188,McKibbin St & Bogart St,14101,40.7062,-73.9339
11,1 Pl & Clinton St,14100,40.681,-73.9991
1168,Madison St & Clinton St,14017,40.7127,-73.9878
537,Carroll St & Columbia St,13974,40.683,-74.0035
417,Beaver St & Fayette St,13922,40.701,-73.9392
1079,Kane St & Clinton St,13794,40.6862,-73.9965
702,E 118 St & Madison Ave,13771,40.8015,-73.9443
1302,Peck Slip & South St,13708,40.7075,-74.0011
1248,N Moore St & Hudson St,13701,40.72,-74.0084
121,31 Ave & Crescent St,13676,40.7658,-73.9265
1484,Suydam St & Knickerbocker Ave,13669,40.702,-73.9238
624,Court St & Nelson St,13642,40.6764,-73.9987
280,6 Ave & 21 St,13624,40.6602,-73.991
1125,Lewis Ave & Kosciuszko St,13616,40.6924,-73.9371
1546,W 120 St & Claremont Ave,13616,40.8109,-73.9634
744,E 161 St & River Ave,13611,40.8279,-73.9271
1111,Lenox Ave & W 115 St,13590,40.8012,-73.9501
320,7 St & 5 Ave,13551,40.6705,-73.9854
279,6 Ave & 12 St,13524,40.6663,-73.9855
1754,Wyckoff Av & Jefferson St,13523,40.7072,-73.9237
1096,Kosciuszko St & Nostrand Ave,13515,40.6907,-73.9513
1011,Halsey St & Tompkins Ave,13451,40.6824,-73.9441
1278,Pacific St & Nevins St,13395,40.6854,-73.983
1029,Henry St & Middagh St,13379,40.7003,-73.9916
1251,Nassau Ave & Newell St,13330,40.7248,-73.9475
71,21 St & Queens Plaza North,13330,40.7533,-73.9434
1293,Park Pl & Franklin Ave,13316,40.6742,-73.9565
592,Clinton Ave & Flushing Ave,13303,40.6979,-73.9699
433,Berkeley Pl & 6 Ave,13277,40.6765,-73.9785
1352,Richardson St & N Henry St,13266,40.7191,-73.9422
1030,Henry St & Remsen St,13181,40.694,-73.9947
1744,Wilson Ave & Troutman St,13153,40.7017,-73.9275
1190,Melrose Ave & E 150 St,13009,40.8168,-73.9173
1686,Warren St & Court St,12972,40.6864,-73.9938
442,Bond St & Fulton St,12968,40.6896,-73.983
629,Crescent St & 34 Ave,12923,40.7611,-73.9306
1307,Pierrepont St & Monroe Pl,12901,40.6954,-73.9934
1617,W 37 St & Broadway,12882,40.7523,-73.9877
589,Clermont Ave & Park Ave,12871,40.6957,-73.9713
1760,Yankee Ferry Terminal,12840,40.6871,-74.0168
155,36 Ave & 31 St,12828,40.7565,-73.9296
122,31 Ave & Steinway St,12824,40.7611,-73.917
363,Amsterdam Ave & W 125 St,12813,40.8134,-73.9565
1505,Union St & Bedford Ave,12805,40.6692,-73.9554
138,34 Ave & 38 St,12775,40.7569,-73.9216
351,Adams St & Prospect St,12759,40.7008,-73.9887
388,Ashland Pl & Dekalb Ave,12750,40.6901,-73.9788
1738,Willoughby Ave & Walworth St,12666,40.6933,-73.9538
342,Adam Clayton Powell Blvd & W 115 St,12630,40.8025,-73.9532
1441,St Nicholas Ave & W 134 St,12511,40.8162,-73.9482
1141,Lincoln Pl & Classon Ave,12505,40.6722,-73.9609
467,Broadway & Kosciuszko St,12487,40.6933,-73.9285
12,1 St & 6 Ave,12480,40.6728,-73.9798
1526,Vernon Blvd & 47 Rd,12479,40.7449,-73.9535
1243,Myrtle Ave & St Edwards St,12457,40.6933,-73.977
1461,Steinway St & 28 Ave,12444,40.7656,-73.9137
20,10 St & 5 Ave,12434,40.6686,-73.987
1189,McKibbin St & Manhattan Ave,12408,40.7051,-73.9441
1427,Spruce St & Gold St,12327,40.7103,-74.0043
470,Broadway & Moylan Pl,12298,40.8143,-73.959
34,17 St & 5 Ave,12236,40.6635,-73.991
106,3 St & 3 Ave,12225,40.6751,-73.9878
1164,Madison Ave & E 120 St,12152,40.803,-73.943
1180,Marcus Garvey Blvd & Macon St,12152,40.6826,-73.938
1242,Myrtle Ave & Marcy Ave,12148,40.6954,-73.9495
1236,Murray St & West St,12069,40.715,-74.013
1255,Nassau St & Navy St,12066,40.6984,-73.9807
206,45 Rd & 11 St,12008,40.7471,-73.9498
1262,Newtown Ave & 23 St,11931,40.7714,-73.9246
246,5 Ave & W 126 St,11860,40.8072,-73.9418
1529,Verona Pl & Fulton St,11850,40.6804,-73.9477
594,Clinton St & 4 Place,11850,40.6784,-74.0001
653,Degraw St & Hoyt St,11850,40.682,-73.9908
151,35 St & 30 Ave,11837,40.7655,-73.9181
1056,Irving Ave & Jefferson St,11829,40.7054,-73.9254
687,E 106 St & 1 Ave,11796,40.7893,-73.9396
611,Columbus Ave & W 103 St,11768,40.7969,-73.9643
1340,Pulaski St & Marcus Garvey Blvd,11746,40.6934,-73.9399
558,Central Ave & Starr Street,11739,40.7,-73.9283
521,Butler St & Court St,11729,40.685,-73.9944
1739,Willoughby Ave & Wyckoff Ave,11642,40.7056,-73.9215
664,Division Ave & Hooper St,11552,40.7068,-73.9544
688,E 106 St & 2 Ave,11551,40.7906,-73.942
1758,Wyckoff St & Nevins St,11503,40.6834,-73.9843
468,Broadway & Madison St,11503,40.6882,-73.9197
1300,Pearl St & Peck Slip,11474,40.7085,-74.0028
888,Edgecombe Ave & W 141 St,11463,40.8207,-73.9451
1506,Union St & Nevins St,11458,40.6791,-73.9877
153,35 St & Broadway,11413,40.7603,-73.9222
606,Columbia St & Degraw St,11399,40.6859,-74.0024
1004,Greenwich St & Rector St,11354,40.7081,-74.0136
1119,Leonard St & Boerum St,11312,40.7058,-73.9464
117,31 Ave & 30 St,11293,40.7647,-73.924
1214,Morgan Ave & Lombardy St,11281,40.7223,-73.9389
685,E 102 St & Park Ave,11246,40.7905,-73.9503
347,Adam Clayton Powell Blvd & W 132 St,11228,40.8135,-73.9452
1123,Lewis Ave & Decatur St,11180,40.6815,-73.9349
1240,Myrtle Ave & Lewis Ave,11119,40.6968,-73.9376
1129,Lexington Ave & E 120 St,11099,40.8013,-73.9398
410,Banker St & Meserole Ave,11094,40.7261,-73.9562
932,Frost St & Meeker Ave,11052,40.7177,-73.9488
871,E 97 St & 3 Ave,11052,40.7859,-73.9486
1318,Pleasant Ave & E 120 St,11049,40.7975,-73.9312
1114,Lenox Ave & W 130 St,11017,40.8108,-73.9431
1746,Windsor Pl & Howard Pl,11002,40.6595,-73.9801
928,Front St & Gold St,10986,40.7022,-73.9826
1515,Van Brunt St & Van Dyke St,10958,40.6758,-74.0147
530,Carlton Ave & Flushing Ave,10942,40.6978,-73.9737
472,Broadway & W 122 St,10913,40.8121,-73.9613
70,21 St & Hoyt Ave S,10894,40.7746,-73.9237
873,E 98 St & Park Ave,10892,40.7881,-73.9521
1091,Knickerbocker Ave & George St,10884,40.7044,-73.9284
1207,Monroe St & Classon Ave,10871,40.6846,-73.9588
422,Bedford Ave & S 9 St,10831,40.7085,-73.9641
551,Center Blvd & 48 Ave,10830,40.745,-73.9575
1313,Pitt St & Stanton St,10822,40.7193,-73.9818
1473,Stockholm St & Wilson Ave,10817,40.6993,-73.923
525,Calyer St & Guernsey St,10689,40.7276,-73.9551
1524,Vernon Blvd & 31 Ave,10636,40.7692,-73.9355
1115,Lenox Ave & W 133 St,10582,40.813,-73.9419
1516,Van Brunt St & Wolcott St,10552,40.6773,-74.0128
536,Carroll St & Bond St,10538,40.6786,-73.9904
699,E 116 St & 2 Ave,10485,40.7969,-73.9373
616,Concord St & Bridge St,10436,40.6977,-73.9848
30,12 St & 4 Ave,10402,40.6686,-73.9904
1575,W 18 St & 9 Ave,10364,40.7435,-74.0037
319,7 St & 3 Ave,10296,40.6726,-73.9898
1568,W 168th S & Fort Washington Ave,10281,40.8421,-73.9422
526,Calyer St & Jewel St,10278,40.7298,-73.9484
1329,Prospect Park SW & 10 Ave,10217,40.6599,-73.9775
1503,Union Ave & Wallabout St,10208,40.7003,-73.9503
346,Adam Clayton Powell Blvd & W 130 St,10163,40.8123,-73.9462
1116,Lenox Ave & W 140 St,10161,40.8172,-73.9388
1522,Vernon Blvd & 10 St,10113,40.7672,-73.9374
46,2 Ave & E 125 St,10108,40.8026,-73.9335
516,Bushwick Ave & Harman St,10100,40.6936,-73.9252
915,Franklin Ave & Myrtle Ave,10086,40.6945,-73.958
701,E 118 St & 3 Ave,10084,40.7991,-73.9389
894,Engert Ave & McGuinness Blvd,10081,40.7216,-73.9455
249,5 St & 6 Ave,10057,40.6705,-73.9821
964,Gramercy Park N & Gramercy Park E,9997,40.738,-73.9851
889,Edgecombe Ave & W 145 St,9993,40.8235,-73.9439
148,35 Ave & 37 St,9968,40.7557,-73.9237
36,19 St & 24 Ave,9940,40.7775,-73.9225
1397,Sharon St & Olive St,9934,40.7154,-73.9386
247,5 Ave & W 131 St,9906,40.8101,-73.9397
895,Evergreen Ave & Noll St,9849,40.7011,-73.9332
130,31 St & Hoyt Ave N,9827,40.7712,-73.917
972,Grand Concourse & E 161 St,9791,40.8271,-73.9227
1330,Prospect Park SW & 16 St,9763,40.6573,-73.9742
1704,Waterbury St & Stagg St,9735,40.7102,-73.9373
349,Adam Clayton Powell Blvd & W 141 St,9696,40.8192,-73.9411
93,3 Ave & E 112 St,9651,40.7955,-73.9416
92,3 Ave & E 100 St,9626,40.7877,-73.9473
1053,Irving Ave & DeKalb Ave,9609,40.7027,-73.921
1107,Laight St & Hudson St,9605,40.7219,-74.0077
1256,Nassau St\t& Duffield St,9541,40.6985,-73.9838
1266,Nostrand Ave & Myrtle Ave,9534,40.6953,-73.9524
80,25 Ave & 41 St,9526,40.7677,-73.911
1095,Knickerbocker Ave & Thames St,9462,40.7054,-73.9298
45,2 Ave & E 122 St,9402,40.8007,-73.9349
35,18 St & 27 Ave,9386,40.7728,-73.9274
993,Greene Av & Myrtle Av,9384,40.6986,-73.9189
620,Congress St & Hicks St,9336,40.6894,-73.9995
61,21 Ave & Crescent St,9335,40.7805,-73.9122
910,Forsyth St & Grand St,9325,40.7178,-73.9932
706,E 123 St & Lexington Ave,9295,40.8029,-73.9379
1490,Throop Ave & Myrtle Ave,9287,40.6962,-73.9437
951,George St & Wilson Ave,9253,40.703,-73.93
1471,Sterling St & Bedford Ave,9217,40.6627,-73.9569
1229,Morton St & West St,9216,40.7314,-74.0108
400,Avenue D & E 12 St,9215,40.7258,-73.9742
1332,Prospect Park SW & Vanderbilt St,9210,40.6548,-73.9732
1726,White St & Moore St,9200,40.7045,-73.9351
681,E 1 St & Bowery,9195,40.7249,-73.9921
78,24 St & 41 Ave,9175,40.7525,-73.94
1288,Park Ave & Marcus Garvey Blvd,9172,40.6986,-73.9413
799,E 43 St & 2 Ave,9165,40.7502,-73.9712
698,E 115 St & Madison Ave,9164,40.7989,-73.9448
65,21 St & 31 Dr,9086,40.7659,-73.9308
491,Broadway & W 48 St,9054,40.7602,-73.9849
473,Broadway & W 131 St,9049,40.8176,-73.9572
1635,W 47 St & 9 Ave,9048,40.7615,-73.9901
474,Broadway & W 133 St,8980,40.819,-73.9562
1370,Rockaway Ave & Bainbridge St,8956,40.6832,-73.9117
1008,Halsey St & Broadway,8909,40.6856,-73.9156
1425,Southpoint Park,8873,40.7537,-73.9587
875,E Fordham Rd & Webster Ave,8843,40.8617,-73.8911
923,Frederick Douglass Blvd & W 129 St,8832,40.8126,-73.9492
1312,Pioneer St & Van Brunt St,8823,40.679,-74.0112
1044,Humboldt St & Varet St,8821,40.7032,-73.9406
112,30 Ave & 41 St,8817,40.7634,-73.9141
1353,River Ave & E 151 St,8813,40.8222,-73.9289
22,11 Ave & Prospect Ave,8793,40.6563,-73.9773
481,Broadway & W 168 St,8788,40.8409,-73.9397
1360,Riverside Dr & W 138 St,8780,40.8232,-73.9559
