,station_name,total_departures,latitude,longitude
1055,Irving Ave & Harman St,8742,40.7011,-73.9179
1331,Prospect Park SW & Greenwood Ave,8738,40.6526,-73.9726
146,34th Ave & Vernon Blvd,8735,40.7654,-73.9399
1676,Wadsworth Ave & W 179 St,8631,40.8485,-73.9361
658,Ditmars Blvd & 19 St,8579,40.7814,-73.9183
990,Grant Ave & E 169 St,8572,40.8358,-73.9137
607,Columbia St & Kane St,8572,40.6876,-74.0016
962,Graham Ave & Herbert St,8561,40.7193,-73.945
230,49 Ave & 21 St,8550,40.7425,-73.9489
228,48 St & Broadway,8498,40.7558,-73.9127
1064,Jefferson St & Cypress Ave,8483,40.7091,-73.9216
1060,Jackson St & Leonard St,8469,40.7164,-73.9482
560,Central Ave & Woodbine St,8463,40.693,-73.916
233,5 Av & W 139 St,8436,40.8155,-73.9359
132,31 St & Northern Blvd,8430,40.7519,-73.9335
479,Broadway & W 160 St,8427,40.8358,-73.9434
1403,Shore Blvd & Astoria Park,8399,40.7798,-73.9232
1179,Manhattan Av & Leonard St,8394,40.7208,-73.9484
141,34 St & 35 Ave,8391,40.7569,-73.9262
513,Bushwick Ave & Dekalb Ave,8367,40.695,-73.9282
108,3 St & Hoyt St,8343,40.6777,-73.9936
514,Bushwick Ave & Forrest St,8335,40.7008,-73.9364
925,Frederick Douglass Blvd & W 145 St,8329,40.8231,-73.9419
250,5 St & Market St,8308,40.7,-73.9744
86,28 St & 36 Ave,8305,40.7572,-73.9327
630,Crescent St & 35 Ave,8297,40.7596,-73.9321
1577,W 181 St & Riverside Dr,8279,40.8517,-73.9419
84,28 Ave & 35 St,8250,40.7671,-73.917
708,E 128 St & Madison Ave,8221,40.8076,-73.9392
550,Cedar St & Myrtle Ave,8166,40.6978,-73.9262
1342,Putnam Ave & Nostrand Ave,8165,40.684,-73.9498
157,36 St & 4 Ave,8159,40.6541,-74.0042
68,21 St & 4 Ave,8153,40.6626,-73.9956
665,Division Ave & Marcy Ave,8099,40.7071,-73.958
222,48 Ave & 5 St,8088,40.7444,-73.9559
1555,W 146 St & Broadway,8050,40.827,-73.9497
353,Albany Ave & Fulton St,8045,40.68,-73.9385
1339,Prospect Pl & Vanderbilt Ave,8012,40.6777,-73.969
657,Devoe St & Morgan Ave,7990,40.7138,-73.9351
906,Forest Ave & Summerfield St,7983,40.6992,-73.898
1479,Sullivan Pl & Franklin Ave,7968,40.6641,-73.9603
1494,Tompkins Ave & Hopkins St,7960,40.6996,-73.9471
621,Convent Ave & W 135 St,7957,40.8182,-73.951
1047,Icahn Stadium,7954,40.7935,-73.9239
1140,Lincoln Ave & E 138 St,7944,40.8109,-73.9273
1569,W 17 St & 7 Ave,7908,40.7406,-73.9985
924,Frederick Douglass Blvd & W 139 St,7898,40.819,-73.9448
531,Carlton Ave & Park Ave,7862,40.6958,-73.9736
1320,Powers St & Olive St,7856,40.7132,-73.9389
1451,Stagg St & Morgan Ave,7840,40.7107,-73.9337
159,36 St & Ditmars Blvd,7788,40.7743,-73.9083
874,E Burnside Ave & Ryer Ave,7751,40.8505,-73.9013
711,E 132 St & Madison Ave,7736,40.8102,-73.9372
478,Broadway & W 155 St,7718,40.833,-73.9459
1277,Pacific St & Classon Ave,7707,40.6792,-73.9588
154,36 Ave & 10 St,7700,40.7614,-73.9411
517,Bushwick Ave & Linden St,7671,40.6915,-73.9215
1220,Morningside Dr & Amsterdam Ave,7660,40.8103,-73.9574
974,Grand Concourse & E 166 St,7633,40.832,-73.9196
1551,W 135 St & Lenox Terrace Pl,7607,40.8136,-73.9393
1264,Norman St & Wyckoff Ave,7599,40.6952,-73.9031
91,3 Ave & Carroll St,7572,40.677,-73.9865
1553,W 144 St & Adam Clayton Powell Blvd,7532,40.8209,-73.9392
1608,W 34 St & Hudson Blvd E,7529,40.7552,-74.0006
759,E 170 St & Webster Ave,7525,40.8362,-73.9073
147,35 Ave & 10 St,7517,40.7632,-73.9399
127,31 St & Astoria Blvd,7504,40.7699,-73.9184
1092,Knickerbocker Ave & Halsey St,7467,40.693,-73.9082
466,Broadway & Hancock St,7456,40.6866,-73.9168
350,Adam Clayton Powell Blvd & W 151 St,7402,40.8253,-73.9362
197,43 St & Broadway,7363,40.7577,-73.9166
420,Bedford Ave & Montgomery St,7323,40.6658,-73.9569
76,24 Ave & 29 St,7319,40.7729,-73.9161
715,E 138 St & 5 Av,7313,40.8145,-73.9362
730,E 149 St & Morris Ave,7252,40.8173,-73.923
1442,St Nicholas Ave & W 137 St,7214,40.8185,-73.9476
975,Grand Concourse & E 167 St,7204,40.8343,-73.9176
116,31 Ave & 14 St,7196,40.7682,-73.9323
165,38 Ave & 29 St,7185,40.7547,-73.9337
183,40 Ave & Crescent St,7166,40.7536,-73.938
555,Central Ave & Flushing Ave,7160,40.7028,-73.9333
75,24 Ave & 26 St,7112,40.7746,-73.9185
659,Ditmars Blvd & 43 St,7098,40.7712,-73.9039
815,E 53 St & 3 Ave,7056,40.7574,-73.969
133,31 St & Thomson Ave,7030,40.7447,-73.9354
518,Bushwick Ave & McKibbin St,7025,40.7055,-73.9394
557,Central Ave & Melrose St,7023,40.7011,-73.9304
1740,Willoughby St & Ashland Pl,7020,40.6918,-73.9788
137,34 Ave & 31 St,7006,40.7596,-73.9271
1361,Riverside Dr & W 145 St,6997,40.8273,-73.952
152,35 St & 34 Ave,6995,40.7581,-73.9243
1289,Park Ave & St Edwards St,6976,40.6961,-73.978
1387,Schermerhorn St & Hoyt St,6975,40.6886,-73.9852
239,5 Ave & E 135 St,6973,40.8122,-73.9378
1363,Riverside Dr & W 153 St,6940,40.8322,-73.9497
340,9 St & 44 Rd,6930,40.7497,-73.9521
1731,Willis Ave & E 137 St,6920,40.8084,-73.9236
19,10 St & 2 Ave,6913,40.6719,-73.9936
69,21 St & 43 Ave,6897,40.7505,-73.9459
95,3 Ave & E 169 St,6877,40.8327,-73.9052
156,36 St & 3 Ave,6850,40.6557,-74.0067
904,Flushing Ave & Woodward Ave,6849,40.7125,-73.9187
332,8 St & Astoria Blvd,6829,40.7726,-73.9327
1314,Plaza Dr & W 170 St,6800,40.8405,-73.9179
448,Bradhurst Ave & W 148 St,6794,40.8251,-73.9416
1576,W 180 St & Ft Washington Ave,6766,40.85,-73.9384
1305,Picnic Point,6764,40.6851,-74.0254
82,27 Ave & 9 St,6712,40.774,-73.9309
1148,Lorimer St & Broadway,6654,40.7041,-73.9482
385,Anthony Ave & E Tremont Ave,6637,40.8488,-73.9032
1054,Irving Ave & Halsey St,6636,40.6947,-73.9066
261,53 St & 4 Ave,6632,40.6449,-74.0145
1223,Morris Ave & E 163 St,6624,40.8272,-73.9177
556,Central Ave & Himrod St,6620,40.6968,-73.923
1517,Van Buren St & Broadway,6618,40.692,-73.9262
1547,W 129 St & Convent Ave,6614,40.8144,-73.9532
1171,Madison St & Forest Ave,6603,40.7056,-73.9024
456,Broadway & 12 St,6596,40.7668,-73.9348
365,Amsterdam Ave & W 136 St,6563,40.8197,-73.9518
77,24 St & 38 Ave,6519,40.7564,-73.9365
549,Cedar St & Evergreen Ave,6500,40.6967,-73.9281
1556,W 147 St & Adam Clayton Powell Blvd,6491,40.8228,-73.9374
476,Broadway & W 142 St,6485,40.8247,-73.9519
1557,W 148 St & Amsterdam Ave,6478,40.8271,-73.9459
314,7 Ave & 41 St,6468,40.6474,-74.0009
56,20 Ave & 38 St,6454,40.7771,-73.9024
215,47 Ave & 31 St,6425,40.743,-73.9356
1258,Nelson Ave & W 172 St,6424,40.844,-73.921
85,28 Ave & 44 St,6424,40.7641,-73.9107
236,5 Ave & 41 St,6404,40.65,-74.0051
1401,Sherman Ave & E 166 St,6400,40.8313,-73.9174
1745,Windsor Pl & 8 Ave,6374,40.6609,-73.9831
1175,Madison St & Woodward Ave,6362,40.7041,-73.9041
111,30 Ave & 21 St,6343,40.7704,-73.9286
1747,Withers St & Kingsland Ave,6313,40.7177,-73.9405
182,40 Ave & 9 St,6296,40.7574,-73.9451
540,Carroll St & Washington Ave,6290,40.6687,-73.9618
602,Coffey St & Ferris St,6274,40.6782,-74.017
299,62 St & Northern Blvd,6269,40.7542,-73.9003
79,24 St & 5 Ave,6259,40.6596,-73.9951
1267,Ocean Pkwy & Church Ave,6245,40.6447,-73.9745
543,Caton Ave & Argyle Rd,6239,40.6497,-73.9678
1443,St Nicholas Ave & W 150 St,6230,40.8272,-73.9427
224,48 St & 37 Ave,6195,40.7516,-73.915
632,Crescent St & Ditmars Blvd,6167,40.7787,-73.9146
1550,W 133 St & 12 Ave,6166,40.82,-73.9591
311,7 Ave & 20 St,6163,40.6591,-73.9885
72,23 Ave & 27 St,6158,40.7762,-73.9153
1117,Lenox Ave & W 144 St,6154,40.8198,-73.9365
1322,President St & Henry St,6077,40.6828,-73.9999
559,Central Ave & Weirfield St,6060,40.6906,-73.9118
176,4 Ave & 17 St,6036,40.6655,-73.993
868,E 92 St & Park Ave,6032,40.7838,-73.9542
1063,Jefferson Ave & Evergreen Ave,6000,40.6899,-73.9146
1453,Stanhope St & Fairview Ave,5997,40.71,-73.9112
125,31 St & 21 Ave,5966,40.7781,-73.9084
1130,Lexington Ave & E 127 St,5931,40.8057,-73.9363
994,Greene Ave & Grandview Ave,5910,40.7097,-73.9079
1472,Stewart Ave & Johnson Ave,5905,40.7087,-73.9259
1170,Madison St & Evergreen Ave,5890,40.6912,-73.9169
33,16th St & 4th Ave,5887,40.6662,-73.9925
538,Carroll St & Franklin Ave,5882,40.6679,-73.9588
1554,W 145 St & Amsterdam Ave,5846,40.8252,-73.9473
136,34 Ave & 21 St,5795,40.7628,-73.9343
96,3 Ave & E 170 St,5788,40.8349,-73.9037
1689,Washington Ave & E 163 St,5779,40.824,-73.9109
1450,St. Nicholas Terrace & Convent Ave,5770,40.8213,-73.9479
1567,W 165 St & Fort Washington Ave,5762,40.84,-73.9429
1399,Sheridan Ave & E 168 St,5754,40.8353,-73.9154
758,E 170 St & Sheridan Ave,5746,40.8383,-73.9126
1459,Steinway St & 21 Ave,5745,40.7748,-73.9038
142,34 St & 38 Ave,5742,40.7524,-73.9297
615,Commerce St & Van Brunt St,5724,40.6812,-74.0086
1594,W 225 St & Exterior St,5717,40.8733,-73.9066
520,Bushwick Ave & Stagg St,5665,40.7099,-73.9401
452,Bridge St & York St,5630,40.7013,-73.9847
1057,Irving Ave & Palmetto St,5614,40.698,-73.9127
679,Dyckman St & Staff St,5611,40.8688,-73.9315
248,5 St & 51 Ave,5537,40.7424,-73.9566
970,Grand Concourse & E 144 St,5523,40.8169,-73.928
366,Amsterdam Ave & W 152 St,5521,40.8295,-73.9443
1564,W 160 St & St. Nicholas Ave,5516,40.8345,-73.9399
1023,Hart St & Wyckoff Ave,5498,40.7049,-73.9199
626,Courtlandt Ave & E 149 St,5491,40.8164,-73.9195
1058,Isham St & Broadway,5481,40.8679,-73.9197
1215,Morgan Ave & Maspeth Ave,5478,40.7167,-73.9364
1482,Sunken Meadow Comfort Station,5474,40.7956,-73.9191
601,Coffey St & Conover St,5465,40.6772,-74.0157
973,Grand Concourse & E 164 St,5449,40.8296,-73.9215
1753,Woodward Ave & Harman St,5376,40.7079,-73.9109
1013,Hamilton Pl & W 140 St,5341,40.8228,-73.9513
63,21 St & 21 Ave,5334,40.7825,-73.9145
912,Fort Washington Ave & W 173 St,5319,40.8452,-73.9405
743,E 161 St & Park Ave,5291,40.8248,-73.9164
1404,Sigourney St & Columbia St,5266,40.6727,-74.0088
1736,Willoughby Ave & Onderdonk Ave,5210,40.7098,-73.9173
1460,Steinway St & 23 Ave,5208,40.7714,-73.9077
1193,Menahan St & Central Ave,5194,40.6954,-73.9196
1492,Tiebout Ave & E Fordham Road,5142,40.8619,-73.8948
113,30 Ave & 47 St,5140,40.7613,-73.9096
482,Broadway & W 185 St,5121,40.8525,-73.9344
1521,Van Sinderen Ave & Truxton St,5114,40.6786,-73.9037
731,E 149 St & Park Ave,5107,40.8182,-73.9253
1085,Kent St & McGuinness Blvd,5105,40.7312,-73.9516
1333,Prospect Park W & 20 St,5082,40.6566,-73.9839
1341,Putnam Ave & Knickerbocker Ave,5068,40.6954,-73.9116
1724,Westchester Ave & Southern Blvd,5054,40.825,-73.8917
1605,W 33 St & 7 Ave,5051,40.7502,-73.9909
1675,Wadsworth Ave & W 175 St,5036,40.8461,-73.9376
1732,Willis Ave & E 141 St,5013,40.8109,-73.9216
1250,Nagle Ave & Thayer St,5003,40.8614,-73.9256
26,11 St & 43 Ave,4966,40.7519,-73.9479
1194,Menahan St & Onderdonk Ave,4950,40.7055,-73.9096
985,Grand Concourse & East Mount Eden Ave,4918,40.843,-73.9117
164,37 St & 24 Ave,4901,40.7701,-73.9121
1476,Stuyvesant Walk & 1 Av Loop,4885,40.7323,-73.979
1362,Riverside Dr & W 148 St,4849,40.8291,-73.9504
1463,Steinway St & Ditmars Blvd,4845,40.7727,-73.9061
583,Church St & Worth St,4841,40.7169,-74.0065
760,E 171 St & 3 Ave,4829,40.8371,-73.9022
879,E Tremont Ave & E 176 St,4802,40.8478,-73.9019
1572,W 171 St & St. Nicholas Ave,4800,40.8429,-73.9386
1041,Hudson St & N Moore St,4797,40.7199,-74.0086
1020,Harman St & Seneca Ave,4761,40.7058,-73.9129
1683,Walton Ave & E 171 St,4705,40.8407,-73.9151
1743,Wilson Ave & Moffat St,4692,40.6891,-73.9051
1310,Pinehurst Ave & W 187 St,4671,40.8553,-73.9379
914,Franklin Ave & E 169 St,4653,40.8317,-73.9021
850,E 81 St & 2 Ave,4643,40.7748,-73.9543
140,34 Ave & 48 St,4613,40.7539,-73.915
1261,Newton Rd & 44 St,4611,40.7596,-73.9143
934,Ft. Hamilton Pkwy & E 5 St,4596,40.649,-73.9767
1169,Madison St & Cypress Ave,4582,40.7007,-73.9074
1196,Menahan St & Wyckoff Ave,4570,40.7011,-73.9142
1420,Southern Blvd & E 149 St,4570,40.8119,-73.9042
1722,Westchester Ave & Jackson Ave,4562,40.8161,-73.9081
1118,Lenox Ave & W 146 St,4554,40.8211,-73.936
992,Green St & McGuinness Blvd,4546,40.734,-73.952
725,E 142 St & 3 Ave,4511,40.8127,-73.9237
913,Fort Washington Ave & W 183 St,4467,40.8523,-73.9379
1221,Morris Ave & E 142 St,4463,40.8145,-73.925
1227,Morris Ave & McClellan St,4461,40.8316,-73.9149
553,Central Ave & Covert St,4460,40.6893,-73.9095
177,4 Ave & 26 St,4448,40.6601,-73.9986
310,7 Ave & 17 St,4439,40.6609,-73.9868
364,Amsterdam Ave & W 131 St,4437,40.8164,-73.9543
1422,Southern Blvd & E 174 St,4435,40.8367,-73.8879
736,E 156 & Brook Ave,4429,40.8198,-73.9124
1423,Southern Blvd & E 175 St,4424,40.8393,-73.8864
1345,Putnam Ave & Wyckoff Ave,4415,40.6981,-73.909
356,Albee Square W & Fulton St,4399,40.6903,-73.9834
544,Caton Ave & E 10 St,4396,40.6485,-73.9706
933,Ft. Hamilton Pkwy & E 2 St,4384,40.648,-73.9793
1723,Westchester Ave & Longwood Ave,4366,40.8197,-73.9013
191,43 Ave & 42 St,4359,40.7453,-73.9219
1021,Harrison Pl & Porter Ave,4341,40.7069,-73.9285
1156,Macombs Pl & W 152 St,4336,40.8264,-73.9379
1274,Onderdonk Ave & Dekalb Ave,4326,40.7086,-73.915
1561,W 155 St & Frederick Douglass Blvd,4296,40.8292,-73.937
62,21 Ave & Shore Blvd,4288,40.784,-73.9169
124,31 Rd & 21 St,4280,40.7668,-73.9305
931,Frost St & Debevoise Ave,4273,40.7188,-73.9395
1396,Shakespeare Ave & W 169 St,4269,40.8393,-73.9224
545,Caton Ave & E 7 St,4258,40.6477,-73.9737
367,Amsterdam Ave & W 156 St,4254,40.8321,-73.9424
66,21 St & 36 Ave,4253,40.7602,-73.9363
1174,Madison St & Seneca Ave,4247,40.7018,-73.9062
187,41 St & 4 Ave,4238,40.6514,-74.0072
162,37 Ave & 35 St,4238,40.7531,-73.928
1137,Liberty St & Broadway,4224,40.7091,-74.0104
483,Broadway & W 192 St,4223,40.858,-73.9322
1485,Suydam St & St. Nicholas Ave,4200,40.7064,-73.9194
207,45 St & 4 Ave,4195,40.6491,-74.0095
1730,Willis Ave & Bruckner Blvd,4190,40.8057,-73.9252
1478,Sullivan Pl & Bedford Ave,4175,40.6642,-73.9575
114,30 St & 4 Ave,4154,40.6577,-74.0011
703,E 118 St & Park Ave,4144,40.8005,-73.942
727,E 147 St & Bergen Ave,4138,40.8147,-73.9184
757,E 170 St & Clay Ave,4137,40.8372,-73.9083
445,Boston Rd & E 167 St,4125,40.8282,-73.9037
1212,Montgomery St & Franklin Ave,4124,40.6664,-73.9606
150,35 St & 23 Ave,4069,40.773,-73.9112
1012,Hamilton Pl & W 138 St,4065,40.8217,-73.9528
480,Broadway & W 165 St,4051,40.8391,-73.9414
1249,Nagle Ave & Ellwood St,4048,40.8601,-73.9285
195,43 St & 37 Ave,4041,40.7502,-73.92
729,E 149 St & Jackson Ave,4006,40.8131,-73.9092
976,Grand Concourse & E 171 St,4003,40.8395,-73.913
501,Brook Ave & E 138 St,3997,40.8074,-73.9192
1682,Walton Ave & E 168 St,3985,40.8365,-73.9183
1390,Seaman Ave & Beak St,3964,40.8675,-73.9264
254,50 St & Northern Blvd,3936,40.7534,-73.9124
898,Fairview Ave & Linden St,3934,40.7069,-73.9063
251,50 St & 30 Ave,3930,40.7601,-73.9071
210,46 St & 28 Ave,3927,40.7633,-73.9088
901,Flatbush Ave & Eastern Pkwy,3924,40.6688,-73.9664
1287,Park Ave & E 162 St,3923,40.8257,-73.9156
1017,Hancock St & Wyckoff Ave,3919,40.6972,-73.9067
1525,Vernon Blvd & 41 Rd,3918,40.7552,-73.9486
232,49 St & 31 Ave,3912,40.7581,-73.9098
739,E 158 St & Melrose Ave,3890,40.8222,-73.9147
1202,Metropolitan Ave & Stewart Ave,3889,40.714,-73.9279
256,51 St & Hobart St,3882,40.7577,-73.9077
368,Amsterdam Ave & W 162 St,3881,40.8362,-73.9398
1391,Seaman Ave & Isham St,3878,40.8699,-73.9208
89,3 Ave & 14 St,3874,40.6685,-73.9933
139,34 Ave & 45 St,3833,40.7548,-73.917
1131,Lexington Ave & E 128 St,3811,40.8064,-73.9361
500,Bronx Shore Comfort Station,3809,40.8005,-73.924
1429,St Ann's Ave & Westchester Ave,3803,40.8159,-73.9119
1351,Richards St & Delavan St,3787,40.6794,-74.0079
1139,Lincoln Ave & E 134 St,3764,40.8085,-73.9288
198,43 St & Skillman Ave,3761,40.7469,-73.9208
738,E 157 St & River Ave,3760,40.8257,-73.9273
1270,Ogden Ave & W 165 St,3756,40.8345,-73.9284
1070,Jerome Ave & E Mosholu Parkway S,3750,40.8794,-73.8853
717,E 138 St & Cypress Ave,3738,40.8056,-73.9147
277,59 St & 4 Ave,3737,40.6413,-74.0177
1074,Jerome Ave & W 193 St,3731,40.8666,-73.8979
260,53 St & 2 Ave,3699,40.6474,-74.0188
617,Concourse Village East & E 158 St,3685,40.8237,-73.9194
678,Dyckman St & Henshaw St,3684,40.8674,-73.9294
446,Boston Rd & Prospect Ave,3681,40.8332,-73.8966
167,38 St & Northern Blvd,3668,40.7524,-73.9254
938,Fulton Ave & St. Paul's Pl,3667,40.8354,-73.9015
1036,Home St & Westchester Ave,3661,40.8276,-73.8867
40,2 Ave & 36 St,3648,40.6571,-74.0087
1439,St Mary's St & Jackson Ave,3647,40.8089,-73.9108
175,39 St & Queens Blvd,3643,40.7443,-73.926
1143,Linden St & Knickerbocker Ave,3634,40.6971,-73.9157
94,3 Ave & E 163 St,3632,40.8239,-73.9087
956,Goble Pl & Macombs Rd,3630,40.8441,-73.9173
746,E 163 St & Union Ave,3626,40.8225,-73.9018
1090,Knickerbocker Ave & Cooper St,3619,40.6908,-73.9045
358,Alexander Ave & E 134 St,3619,40.8075,-73.9271
891,Edgecombe Ave & W 167 St,3609,40.8382,-73.9361
1241,Myrtle Ave & Linden St,3596,40.6994,-73.9134
203,44 St & 6 Ave,3593,40.6471,-74.0045
971,Grand Concourse & E 156 St,3591,40.8234,-73.9247
1448,St. Nicholas Ave & W 155 St,3586,40.8307,-73.9413
1678,Wales Ave & E 147 St,3582,40.8113,-73.9077
213,46 St & 7 Ave,3570,40.6447,-74.0038
64,21 St & 23 Ave,3555,40.7786,-73.919
892,Eldert St & Bushwick Ave,3552,40.6865,-73.9132
622,Convent Ave & W 151 St,3549,40.8283,-73.9429
1195,Menahan St & Seneca Ave,3545,40.7046,-73.9105
143,34 St & 4 Ave,3536,40.6553,-74.0031
211,46 St & 30 Rd,3534,40.7607,-73.911
1733,Willis Ave & E 143 St,3501,40.8123,-73.9204
209,46 St & 25 Ave,3493,40.7658,-73.9068
1066,Jerome Ave & Bedford Park Blvd E,3492,40.8731,-73.8897
313,7 Ave & 40 St,3492,40.6482,-74.0001
1205,Moffat St & Bushwick,3487,40.6846,-73.9092
338,9 Ave & W 39 St,3478,40.7564,-73.9941
554,Central Ave & Decatur St,3477,40.6882,-73.908
484,Broadway & W 220 St,3451,40.8724,-73.9128
728,E 149 St & Eagle Ave,3446,40.814,-73.9119
1039,Hoyt St & Warren St,3444,40.6844,-73.989
1009,Halsey St & Evergreen Ave,3439,40.6886,-73.9123
504,Brook Ave & E 157 St,3428,40.8207,-73.9118
458,Broadway & 51 St,3424,40.7542,-73.9089
595,Clinton St & Centre St,3421,40.6743,-74.0019
532,Carlton Ave & St Marks Ave,3420,40.6791,-73.9718
1402,Sherman Ave & Thayer St,3418,40.8631,-73.927
773,E 20 St & FDR Drive,3417,40.7331,-73.9757
1721,Westchester Ave & E 156 St,3413,40.8178,-73.9052
676,Dwight St & Van Dyke St,3405,40.6736,-74.012
221,48 Ave & 41 St,3404,40.7399,-73.924
508,Bruckner Blvd & Bryant Ave,3394,40.822,-73.8885
765,E 188 St & Creston Ave,3389,40.8617,-73.8986
384,Anthony Ave & E 175 St,3372,40.8465,-73.9039
1239,Myrtle Ave & Grove St,3369,40.699,-73.9152
1579,W 190 St & Broadway,3362,40.8565,-73.933
181,4 Ave & Shore Road Dr,3350,40.637,-74.0221
369,Amsterdam Ave & W 167 St,3335,40.8394,-73.937
357,Albemarle Rd & McDonald Ave,3333,40.6451,-73.9797
477,Broadway & W 153 St,3319,40.8313,-73.9467
1076,Jerome Ave & W Fordham Rd,3314,40.8629,-73.9011
235,5 Ave & 37 St,3307,40.6527,-74.0024
1084,Kent Ave & S 11 St,3306,40.7076,-73.9684
927,Freeman St & Southern Blvd,3304,40.8301,-73.8921
194,43 St & 35 Ave,3298,40.7541,-73.9195
503,Brook Ave & E 148 St,3276,40.8144,-73.9154
81,27 Ave & 3 St,3269,40.7748,-73.9342
135,34 Ave & 13 St,3261,40.7639,-73.9365
97,3 Ave & E 172 St,3244,40.8396,-73.9003
1493,Tinton Ave & E 165 St,3241,40.8248,-73.9024
237,5 Ave & 66 St,3234,40.6357,-74.02
1354,River Ave & E 153 St,3230,40.8244,-73.9282
1275,Onderdonk Ave & Gates Ave,3229,40.7041,-73.9074
370,Amsterdam Ave & W 172 St,3181,40.8422,-73.9351
618,Concourse Village West & E 156 St,3171,40.8232,-73.9233
936,Fulton Ave & E 168 St,3167,40.8305,-73.9046
1182,Margaret Corbin Plz & Ft Washington Ave,3163,40.8592,-73.9339
1725,White St & Johnson Ave,3147,40.7072,-73.9358
424,Bergen Ave & E 152 St,3138,40.8172,-73.9147
1019,Harlem River Dr & W 155 St,3136,40.8305,-73.9399
754,E 169 St & Webster Ave,3136,40.834,-73.9089
640,Dahill Rd & 12 Ave,3135,40.646,-73.981
724,E 141 St & St Ann's Ave,3119,40.8086,-73.9161
663,Ditmars Blvd & 79 St,3118,40.7687,-73.8907
312,7 Ave & 22 St,3116,40.658,-73.9896
1578,W 186 St & St. Nicholas Ave,3113,40.8523,-73.9313
511,Bulova Ave & Brooklyn Queens Expressway W,3112,40.7625,-73.9025
214,46 St & Queens Blvd,3099,40.7435,-73.9186
522,Cabrini Blvd & W 177 St,3058,40.8483,-73.9413
1571,W 170 St & University Ave,3057,40.8421,-73.9261
1400,Sheridan Ave & E 172 St,3046,40.8405,-73.9115
695,E 110 St & Madison Ave,3045,40.7962,-73.9478
586,Clay Ave & Claremont Pkwy,3044,40.84,-73.9055
27,12 Ave & 36 St,3040,40.6435,-73.9864
719,E 138 St & Park Ave,3040,40.8126,-73.9292
1157,Macombs Rd & Featherbed Ln,3030,40.8455,-73.9172
219,48 Ave & 31 St,3022,40.7413,-73.9362
848,E 8 St & Caton Ave,3012,40.6481,-73.9724
998,Greenpoint Ave & 47 St,3007,40.7424,-73.9181
202,44 St & 48 Ave,2999,40.7394,-73.9213
633,Creston Ave & E 178 St,2992,40.8509,-73.9065
371,Amsterdam Ave & W 175 St,2990,40.844,-73.9337
571,Centre St & Seneca Ave,2989,40.6997,-73.9022
733,E 150 St & Gerard Ave,2980,40.8201,-73.9289
752,E 167 St & Franklin Ave,2966,40.829,-73.9052
1444,St. Ann's Av & Bruckner Blvd,2964,40.8034,-73.9198
1414,South St & Broad St,2964,40.7019,-74.0109
447,Botanical Sq & Webster Ave,2959,40.8681,-73.8814
392,Audobon Ave & W 179 St,2953,40.8473,-73.9333
979,Grand Concourse & E 196 St,2941,40.8677,-73.8929
1677,Wakeman Pl & Ridge Blvd,2938,40.6394,-74.0268
67,21 St & 38 Ave,2934,40.7576,-73.9391
1449,St. Nicholas Ave & W 157 St,2934,40.8323,-73.941
610,Columbia St & W 9 St,2920,40.677,-74.0065
1006,Greenwood Ave & E 4 St,2916,40.6507,-73.9777
547,Cauldwell Ave & E 161 St,2909,40.8219,-73.9075
1586,W 204 St & Vermilyea Ave,2907,40.8661,-73.9226
900,Featherbed Ln & Nelson Ave,2906,40.846,-73.9196
1191,Melrose Ave & E 154 St,2902,40.8196,-73.9161
1552,W 140 St & Riverside Dr,2891,40.824,-73.9547
103,3 Ave & Franklin Ave,2886,40.827,-73.9075
16,10 Ave & W 207 St,2880,40.8646,-73.9186
1406,Skillman Ave & 43 Ave,2869,40.7465,-73.9322
