,station_name,total_departures,latitude,longitude
1566,W 163 St & Riverside Dr,2859,40.8393,-73.9454
418,Beck St & Leggett Ave,2828,40.8151,-73.8999
1257,Nelson Ave & 167 St,2828,40.8367,-73.9261
1026,Henry St & Bay St,2823,40.6725,-74.0049
225,48 St & 5 Ave,2821,40.6464,-74.0093
464,Broadway & Ellwood St,2784,40.8621,-73.9297
1158,Macombs Rd & W 175 St,2776,40.8482,-73.9161
718,E 138 St & Grand Concourse,2774,40.8132,-73.9306
1355,River Ave & McClellan St,2772,40.8341,-73.9224
1147,Longwood Ave & Southern Blvd,2771,40.8163,-73.8964
271,57 St & 4 Ave,2767,40.6426,-74.0169
1075,Jerome Ave & W 195 St,2765,40.8687,-73.8966
751,E 167 St & Clay Ave,2764,40.8309,-73.9112
1328,Prospect Ave & Vanderbilt St,2764,40.6534,-73.9763
110,30 Ave & 12 St,2755,40.7718,-73.9316
1445,St. Ann's Ave & E 144 St,2748,40.8111,-73.9149
188,42 Pl & Northern Blvd,2743,40.7531,-73.9206
502,Brook Ave & E 141 St,2740,40.8096,-73.9179
515,Bushwick Ave & Furman Ave,2716,40.6828,-73.9062
73,23 Rd & 31 St,2712,40.7734,-73.9138
1323,Prospect Ave & E 151 St,2697,40.8142,-73.9039
1491,Tiebout Ave & E 184 St,2688,40.8585,-73.8964
414,Bay St & Court St,2684,40.6714,-74.0013
1508,University Ave & Macombs Rd,2684,40.8496,-73.9161
919,Frederick Douglass Blvd & Harlem River Dr,2670,40.8307,-73.9364
1728,Wilkins Ave & Crotona Park E,2670,40.8353,-73.8951
374,Amsterdam Ave & W 186 St,2669,40.8511,-73.9288
641,Davidson Ave & W Burnside Ave,2668,40.8536,-73.9087
276,58 St & Pier 4,2667,40.6465,-74.0261
747,E 165 St & Clay Ave,2661,40.8281,-73.9129
1681,Walton Ave & E 153 St,2656,40.8224,-73.9269
1690,Washington Ave & E 167 St,2651,40.8299,-73.9076
266,55 St & 7 Ave,2643,40.6397,-74.009
394,Audubon Ave & W 192 St,2643,40.8559,-73.9271
1748,Wolcott St & Dwight St,2639,40.6753,-74.0101
1325,Prospect Ave & Greenwood Ave,2638,40.6517,-73.976
1222,Morris Ave & E 153 St,2626,40.82,-73.9214
443,Boone Ave & E 172 St,2620,40.8326,-73.8853
714,E 135 St & St Ann's Ave,2617,40.8051,-73.9189
255,51 St & 43 Ave,2612,40.7445,-73.9141
98,3 Ave & E 174 St,2606,40.8422,-73.8985
764,E 182 St & Morris Ave,2601,40.8567,-73.9027
1581,W 192 St & University Ave,2578,40.8669,-73.9019
1670,W Fordham Rd & Loring Pl N,2568,40.863,-73.9074
1671,W Mosholu Pkwy S & Sedgwick Ave,2563,40.8823,-73.887
149,35 St & 21 Ave,2544,40.7767,-73.9066
229,48 St & Skillman Ave,2542,40.7462,-73.9162
1093,Knickerbocker Ave & Hancock St,2533,40.6938,-73.9097
37,19 St & 8 Ave,2532,40.6585,-73.9855
192,43 Ave & 47 St,2517,40.7448,-73.9173
952,Gerard Ave & E 146 St,2516,40.8178,-73.9296
1684,Walton Ave & E 183 St,2515,40.8585,-73.9027
120,31 Ave & 61 St,2512,40.7575,-73.9016
937,Fulton Ave & E 172 St,2511,40.8392,-73.899
734,E 153 St & E 157 St,2500,40.8267,-73.9293
1226,Morris Ave & E Burnside Ave,2498,40.8532,-73.9055
1269,Ogden Ave & W 164 St,2488,40.8328,-73.9294
737,E 156 St & Courtlandt Ave,2467,40.8212,-73.9173
381,Anderson Ave & W 164 St,2459,40.8321,-73.9274
193,43 St & 23 Ave,2454,40.7697,-73.906
980,Grand Concourse & E 197 St,2445,40.8694,-73.8915
1513,Valentine Ave & E 181 St,2443,40.8541,-73.8993
1674,W Tremont Ave & Montgomery Ave,2419,40.8518,-73.9164
1358,Riverside Dr & Broadway,2413,40.8654,-73.9279
580,Church Ave & McDonald Ave,2394,40.6428,-73.9792
1031,Henry St & W 9 St,2379,40.6764,-74.0032
1071,Jerome Ave & Ogden Ave,2379,40.8298,-73.931
196,43 St & 50 Ave,2378,40.7379,-73.9226
978,Grand Concourse & E 192 St,2375,40.8645,-73.8952
373,Amsterdam Ave & W 183 St,2370,40.8492,-73.9302
1051,Intervale Ave & Westchester Ave,2369,40.822,-73.8968
212,46 St & 6 Ave,2369,40.6459,-74.0057
1024,Hazen St & 20 Ave,2367,40.7721,-73.8952
1742,Willow Ave & E 133 St,2365,40.8009,-73.9139
57,20 Ave & 42 St,2364,40.7754,-73.9001
190,43 Ave & 40 St,2359,40.7456,-73.9241
88,29 St & 5 Ave,2353,40.657,-73.9982
1324,Prospect Ave & E 167 St,2352,40.8263,-73.8988
762,E 174 St & Longfellow Ave,2339,40.8363,-73.8843
1311,Pioneer St & Richards St,2337,40.6778,-74.0095
634,Creston Ave & E 181 St,2336,40.8549,-73.9028
935,Ft. Washington Ave & W 190 St,2328,40.8569,-73.9357
1271,Old Broadway & W 133 St,2323,40.8182,-73.9553
636,Crotona Park North & Prospect Ave,2322,40.8411,-73.8923
174,39 St & 50 Ave,2312,40.7382,-73.9274
761,E 171 St & Webster Ave,2307,40.8384,-73.9058
465,Broadway & Furman Ave,2302,40.6814,-73.9076
1573,W 176 St & Montgomery Ave,2300,40.8496,-73.9192
890,Edgecombe Ave & W 150 St,2291,40.8269,-73.9414
784,E 3 St & Church Ave,2277,40.6438,-73.9774
119,31 Ave & 57 St,2276,40.7574,-73.9047
372,Amsterdam Ave & W 180 St,2261,40.8474,-73.9312
546,Cauldwell Ave & E 158 St,2258,40.8199,-73.9084
587,Clay Ave & E 173 St,2258,40.8433,-73.9049
581,Church Ave & Story St,2255,40.642,-73.9811
1067,Jerome Ave & E 164 St,2252,40.8314,-73.9262
1203,Metropolitan Ave & Vandervoort Ave,2250,40.7143,-73.9332
604,College Ave & E 170 St,2249,40.8376,-73.9105
53,20 Ave & 21 St,2232,40.784,-73.9123
1669,W Burnside Ave & University Ave,2224,40.8537,-73.9125
1327,Prospect Ave & Longwood Ave,2219,40.819,-73.902
1102,Lafayette Ave & Hunts Point Ave,2217,40.8166,-73.8882
1510,University Ave & W Burnside Ave,2202,40.855,-73.9108
307,67 St & Erik Pl,2197,40.6334,-74.0166
958,Goulden Ave & W 197 St,2190,40.8716,-73.8971
58,20 Ave & 48 St,2182,40.7729,-73.8968
1585,W 204 St & Nagle Ave,2173,40.8632,-73.9208
1183,Marion Ave & Mosholu Pkwy,2168,40.8705,-73.8819
1319,Popham Ave & W 174 St,2160,40.8477,-73.9221
262,53 St & 5 Ave,2159,40.6434,-74.0119
161,36 St & Queens Blvd,2142,40.744,-73.9291
1418,Southern Blvd & Avenue St. John,2120,40.8128,-73.9016
184,40 St & Queens Blvd,2119,40.7435,-73.9244
1035,Hoe Ave & Jennings St,2069,40.8322,-73.8897
217,47 Ave & Skillman Ave,2066,40.7438,-73.9418
1232,Mount Eden Pkwy & Eastburn Ave,2063,40.8427,-73.9085
977,Grand Concourse & E 175 St,2059,40.8462,-73.9092
253,50 St & Barnett Ave,2058,40.7501,-73.9135
1709,Webster Ave & Ford St,2044,40.8556,-73.8962
1565,W 163 St & Edgecombe Ave,2031,40.8358,-73.9375
638,Cypress Ave & George St,2028,40.6981,-73.9027
1708,Webster Ave & E 166 St,2018,40.829,-73.9113
959,Goulden Ave & W 205 St,2011,40.8781,-73.8919
1590,W 218 St & Broadway,2000,40.8714,-73.9143
726,E 144 St & Brook Ave,1981,40.8117,-73.917
292,61 St & 39 Ave,1979,40.7471,-73.9028
90,3 Ave & 17 St,1959,40.6662,-73.9955
880,E Tremont Ave & Jerome Ave,1956,40.8517,-73.909
720,E 138 St & Willow Ave,1946,40.8042,-73.9115
968,Grand Ave & W 181 St,1942,40.8563,-73.9073
1298,Paul Ave & W 205 St,1941,40.877,-73.8894
54,20 Ave & 31 St,1935,40.78,-73.9067
1500,Union Ave & E 169 St,1927,40.8299,-73.8988
1562,W 159 St & Edgecombe Ave,1922,40.8333,-73.9393
323,76 St & 21 Ave,1919,40.7703,-73.8937
1710,Weeks Ave & E 175 St,1918,40.8469,-73.9073
475,Broadway & W 138 St,1916,40.8218,-73.9535
1150,Louis Nine Blvd & Intervale Ave,1911,40.832,-73.8927
954,Gerard Ave & E 165 St,1909,40.8317,-73.9224
105,3 Ave & Wakeman Pl,1893,40.6382,-74.0247
763,E 174 St & Walton Ave,1889,40.8448,-73.912
1186,McDonald Ave & Vanderbilt St,1886,40.6517,-73.9812
252,50 St & 7 Ave,1872,40.6425,-74.0061
59,20 Ave & Shore Blvd,1865,40.786,-73.9151
275,58 St & 32 Ave,1862,40.7557,-73.9034
1124,Lewis Ave & Greene Ave,1855,40.69,-73.9366
145,34 St & 5 Ave,1839,40.6541,-74.0011
750,E 167 St & Bryant Ave,1833,40.8267,-73.8887
1727,Whitehall St & Bridge St,1822,40.7037,-74.0132
173,39 St & 47 Ave,1822,40.7422,-73.9266
1394,Sedgwick Ave & W Tremont Ave,1811,40.8532,-73.9182
639,Cypress Ave & Palmetto St,1810,40.7016,-73.9088
457,Broadway & 49 St,1802,40.7554,-73.9115
407,Bainbridge Ave & E 198 St,1792,40.8685,-73.8885
926,Freeman St & Reverend James A Polite Ave,1782,40.8305,-73.8947
1518,Van Dam St & Greenpoint Ave,1774,40.7344,-73.9379
278,59 St & 5 Ave,1773,40.6401,-74.0157
742,E 160 St & Tinton Ave,1772,40.8203,-73.9039
1507,University Ave & Brandt Pl,1766,40.8484,-73.9184
231,49 St & 25 Ave,1757,40.7645,-73.9046
1146,Longfellow Ave & E 165 St,1755,40.8253,-73.8877
1464,Stephen St & Seneca Ave,1749,40.6988,-73.9007
661,Ditmars Blvd & 73 St,1738,40.7682,-73.8963
677,Dyckman St & 10 Ave,1731,40.8589,-73.9231
406,Bainbridge Ave & E 196 St,1720,40.8665,-73.8904
341,Academy St & Nagle Ave,1713,40.8626,-73.9227
578,Chester Ave & 12 Ave,1709,40.6444,-73.9843
1015,Hancock St & Malcolm X Blvd,1698,40.6849,-73.9292
1514,Valentine Ave & E 183 St,1697,40.857,-73.8982
423,Bedford Park Blvd & Paul Ave,1696,40.8744,-73.8919
1149,Loring Pl North & W 183 St,1695,40.8604,-73.9093
953,Gerard Ave & E 164 St,1693,40.8303,-73.9234
723,E 141 St & Jackson Ave,1692,40.8069,-73.9118
981,Grand Concourse & E 199 St,1687,40.8714,-73.8884
39,2 Ave & 32 St,1684,40.6592,-74.0066
60,21 Ave & 80 St,1678,40.7709,-73.8899
1301,Pearl St & York St,1677,40.7011,-73.9878
1591,W 218 St & Indian Rd,1668,40.8731,-73.9184
282,6 Ave & 60 St,1665,40.6382,-74.0138
268,57 St & 1 Ave,1659,40.6464,-74.0231
635,Crotona Park East & E 173 St,1629,40.837,-73.8904
375,Amsterdam Ave & W 189 St,1628,40.8531,-73.9271
1065,Jerome Ave & Anderson Ave,1626,40.8302,-73.9287
745,E 163 St & Tiffany St,1625,40.8211,-73.8951
969,Grand Ave & W Fordham Rd,1612,40.8629,-73.9032
1050,Intervale Ave & Kelly St,1610,40.8273,-73.8964
878,E Mosholu Pkwy & Van Cortlandt Ave E,1604,40.8766,-73.8837
662,Ditmars Blvd & 76 St,1598,40.7684,-73.8935
226,48 St & 50 Ave,1598,40.7374,-73.918
735,E 155 St & Courtlandt Ave,1573,40.8206,-73.9176
308,67 St & Ridge Blvd,1570,40.6388,-74.0275
1348,Railroad Ave & Kay Ave,1560,40.7051,-73.9708
608,Columbia St & Lorraine St,1546,40.6747,-74.0076
134,33 St & 47 Ave,1536,40.7428,-73.9321
573,Charlotte St & Boston Rd,1526,40.8359,-73.8931
404,Bainbridge Ave & Bedford Park Blvd,1525,40.87,-73.8856
1376,Ryer Ave & E 182 St,1522,40.8558,-73.8996
1072,Jerome Ave & W 177 St,1521,40.8501,-73.9108
1672,W Tremont Ave & Grand Ave,1518,40.85,-73.9128
1225,Morris Ave & E 184 St,1517,40.8601,-73.9008
955,Gerard Ave & McClellan St,1516,40.8339,-73.9211
1673,W Tremont Ave & Matthewson Rd,1516,40.8538,-73.9208
321,72 St & 41 Ave,1497,40.7448,-73.8938
1705,Waterloo Pl & Crotona Park East,1487,40.8392,-73.8886
1326,Prospect Ave & Jennings St,1483,40.8318,-73.8969
1373,Rogers Pl & E 165 St,1482,40.8239,-73.8974
1680,Walnut Ave & E 136 St,1479,40.8017,-73.9095
273,58 St & 2 Ave,1476,40.6445,-74.0215
17,10 Ave & W 215 St,1473,40.8693,-73.9152
1421,Southern Blvd & E 172 St,1462,40.8341,-73.8896
455,Broadway	& W 48 St,1459,40.7602,-73.9849
1068,Jerome Ave & E 181 St,1458,40.8557,-73.9055
1045,Hunts Point Ave & Bryant Ave,1449,40.814,-73.8855
957,Goulden Ave & Bedford Park Blvd W,1441,40.8739,-73.8953
295,61 St & Woodside Ave,1437,40.7452,-73.9037
201,44 St & 3 Ave,1436,40.6512,-74.0114
172,39 St & 2 Ave,1436,40.6554,-74.0106
1509,University Ave & W 168 St,1425,40.8387,-73.927
387,Aqueduct Ave & W 190 St,1424,40.8649,-73.9024
1254,Nassau St & Duffield St,1416,40.6985,-73.9838
220,48 Ave & 37 St,1402,40.7403,-73.9289
983,Grand Concourse & E 205 St,1382,40.8755,-73.8864
204,44 St & Greenpoint Ave,1380,40.7411,-73.921
144,34 St & 48 Ave,1375,40.7408,-73.9315
265,55 St & 5 Ave,1369,40.6424,-74.0133
1458,Steinway St & 19 Ave,1367,40.7781,-73.8996
1707,Webb Ave & W 190 St,1361,40.866,-73.9043
170,39 Ave & 56 St,1361,40.7484,-73.907
1268,Ogden Ave & Merriam Ave,1360,40.8391,-73.926
297,62 St & 4 Ave,1356,40.6399,-74.0198
1178,Malcolm X Blvd & DeKalb Ave,1350,40.6939,-73.9312
168,39 Ave & 45 St,1348,40.7495,-73.9183
748,E 165 St & Fox St,1344,40.8239,-73.894
227,48 St & Barnett Ave,1339,40.75,-73.9154
1016,Hancock St & Stuyvesant Ave,1333,40.6845,-73.9322
405,Bainbridge Ave & E 193 St,1330,40.8639,-73.8925
984,Grand Concourse & E Mosholu Pkwy S,1323,40.878,-73.8848
449,Bradley Ave & Greenpoint Ave,1320,40.7357,-73.9348
1495,Townsend Ave & E 175 St,1318,40.8474,-73.9114
982,Grand Concourse & E 203 St,1309,40.8738,-73.8866
218,47 St & 3 Ave,1306,40.6491,-74.0124
548,Cedar Ave & W Fordham Rd,1299,40.8616,-73.9122
1052,Inwood Ave & W 170 St,1286,40.8405,-73.9192
189,42 St & 1 Ave,1281,40.6548,-74.0144
171,39 Dr & 52 St,1276,40.7473,-73.912
1177,Main St & Plymouth St,1252,40.7036,-73.9905
576,Chauncey St & Stuyvesant Ave,1249,40.6802,-73.9317
1073,Jerome Ave & W 184 St,1243,40.8608,-73.9025
707,E 128 St & 3 Ave,1242,40.8056,-73.9341
649,Decatur Ave & Bedford Park Blvd,1241,40.8681,-73.8841
753,E 169 St & Fox St,1240,40.8272,-73.8937
1224,Morris Ave & E 171 St,1237,40.839,-73.9109
1424,Southern Blvd & Tiffany St,1223,40.8182,-73.8941
1412,Somers St & Broadway,1222,40.6794,-73.9047
1279,Pacific St & Nostrand Ave,1217,40.6776,-73.9496
1337,Prospect Pl & Nostrand Ave,1213,40.6743,-73.9503
74,23 St & 3 Ave,1211,40.6626,-73.9986
943,Fulton St & Pearl St,1204,40.7077,-74.0044
509,Buchanan Pl & Grand Ave,1202,40.8583,-73.9063
216,47 Ave & 48 St,1196,40.7409,-73.9171
1343,Putnam Ave & Ralph Ave,1192,40.687,-73.9234
1346,Queens Blvd & 56 St,1184,40.7419,-73.9091
1172,Madison St & Malcolm X Blvd,1177,40.6871,-73.9301
259,52 St & 6 Ave,1172,40.6427,-74.0094
383,Andrews Ave S & W 179 St,1164,40.8552,-73.9128
281,6 Ave & 55 St,1158,40.6408,-74.011
1297,Paul Ave & Mosholu Pkwy,1155,40.8803,-73.8861
1474,Stuyvesant Ave & Gates Ave,1150,40.6885,-73.9332
775,E 201 St & Briggs Ave,1116,40.8721,-73.8846
263,53 St & Roosevelt Ave,1115,40.7446,-73.9114
444,Borden Ave & Review Ave,1110,40.7387,-73.9409
1691,Washington Ave & E 174 St,1110,40.8431,-73.9002
716,E 138 St & Canal St W,1107,40.8123,-73.9292
115,30 St & 48 Ave,1100,40.7413,-73.938
1419,Southern Blvd & E 142 St,1098,40.8073,-73.9081
386,Aqueduct Ave & North St,1089,40.8605,-73.9057
660,Ditmars Blvd & 48 St,1088,40.7692,-73.901
38,2 Av & 37 St,1083,40.6563,-74.0096
642,Dawson St & Intervale Ave,1080,40.82,-73.8973
160,36 St & Hunters Point Ave,1079,40.7378,-73.9302
158,36 St & 47 Ave,1075,40.7422,-73.9294
899,Featherbed Ln & Jerome Ave,1053,40.8455,-73.9143
15,10 Ave & W 204 St,1051,40.8626,-73.9201
1407,Skillman Ave & 54 St,1034,40.7455,-73.9099
1752,Woodside Ave & Roosevelt Ave,1026,40.7455,-73.906
1094,Knickerbocker Ave & Moffat St,1022,40.6904,-73.9037
1393,Sedgwick Ave & W Burnside Ave,1005,40.8549,-73.9167
1208,Monroe St & Marcus Garvey Blvd,1002,40.6867,-73.939
200,44 St & 2 Ave,997,40.6525,-74.0136
258,52 St & 1 Ave,990,40.6493,-74.0201
223,48 St & 2 Ave,974,40.6502,-74.0156
950,Garrison Ave & Manida St,959,40.8187,-73.8902
712,E 133 St & Cypress Pl,956,40.8026,-73.9174
877,E Mosholu Pkwy & E 204 St,952,40.8741,-73.8834
1209,Monroe St & Patchen Ave,942,40.6882,-73.9269
1408,Skillman Ave & Honeywell St,925,40.7471,-73.929
272,57 St & 43 Ave,924,40.7432,-73.908
1606,W 34 St &	Hudson Blvd E,920,40.7552,-74.0006
1750,Woodside Ave & 60 St,901,40.7452,-73.9048
402,Bailey Ave & Sedgwick Ave,898,40.8657,-73.9086
382,Andrew Ave N & Hall of Fame Tce,896,40.8583,-73.9101
1588,W 211 St & 10 Ave,896,40.8671,-73.9174
403,Bailey Ave & W 193 St,877,40.8707,-73.9068
14,10 Ave & W 202 St,861,40.8613,-73.9214
1580,W 190 St & St. Nicholas Ave,842,40.8548,-73.9295
304,65 St & 35 Ave,839,40.7505,-73.8977
267,55 St & Northern Blvd,836,40.7532,-73.9058
1395,Seneca Ave & Irvine St,809,40.8187,-73.8886
749,E 165 St & Jerome Ave,800,40.8326,-73.9251
1618,W 38 St & 9 Ave,799,40.7556,-73.9937
300,63 St & 5 Ave,794,40.6377,-74.0178
1260,New York Ave & St Marks Ave,792,40.6751,-73.9472
186,41 St & 3 Ave,789,40.6525,-74.0089
575,Chauncey St & Malcolm X Blvd,746,40.6804,-73.9284
1467,Sterling Pl & New York Ave,745,40.6723,-73.9476
498,Broadway and Berry St,738,40.7104,-73.9653
315,7 Ave & 62 St,724,40.6356,-74.013
1069,Jerome Ave & E 198 St,721,40.8714,-73.8929
257,51 St & Queens Blvd,710,40.7429,-73.914
296,62 St & 34 Ave,702,40.7519,-73.8999
574,Chauncey St & Howard Ave,689,40.6815,-73.9196
450,Brevoort Pl & Bedford Ave,686,40.6801,-73.9534
506,Brooklyn Ave & Prospect Pl,684,40.6741,-73.9445
897,Faile St & Garrison Ave,683,40.8206,-73.8883
393,Audubon Ave & Fort George Ave,679,40.8572,-73.9272
294,61 St & Queens Blvd,656,40.7409,-73.9027
883,Eastern Pkwy & Kingston Ave,645,40.6696,-73.9424
1010,Halsey St & Ralph Ave,640,40.6849,-73.923
123,31 Pl & Hunters Point Ave,631,40.7402,-73.9354
650,Decatur Ave & E 197 St,628,40.8656,-73.8881
713,E 134 St & Walnut Ave,603,40.8004,-73.911
413,Barry St & Tiffany St,601,40.8161,-73.8916
322,72 St & Woodside Ave,599,40.7429,-73.8928
1523,Vernon Blvd & 30 Rd,578,40.7708,-73.9342
1152,MacDonough St & Marcy Ave,575,40.6808,-73.9461
1481,Sumpter St & Fulton St,565,40.6792,-73.9259
651,Decatur Ave & Oliver Pl,562,40.867,-73.8858
99,3 Ave & E 174 St - Bathgate Vaccination Site,555,40.8422,-73.8985
274,58 St & 2 Ave - Brooklyn Army Terminal Vaccination Site,551,40.6445,-74.0215
1296,Patchen Ave & Bainbridge St,531,40.6814,-73.9257
1717,West Farms Rd & Boone Ave,519,40.83,-73.8863
169,39 Ave & 54 St,516,40.7489,-73.909
1033,Herkimer St & New York Ave,508,40.6796,-73.9471
1089,Kingston Ave & Park Pl,505,40.6732,-73.942
691,E 109 St & 3 Ave,468,40.7933,-73.9432
291,60 St & 37 Ave,466,40.7496,-73.9026
428,Bergen St & Kingston Ave,461,40.6756,-73.9415
1749,Woodside Ave & 55 St,455,40.7468,-73.9089
309,69 St & 43 Ave,452,40.7418,-73.8956
306,65 St & Roosevelt Ave,450,40.7459,-73.8992
302,65 Pl & Woodside Ave,448,40.7433,-73.899
41,2 Ave & 39 St,448,40.6558,-74.0099
1487,Thomas S. Boyland St & Macon St,447,40.6848,-73.9149
303,65 St & 2 Ave,437,40.6405,-74.0256
1104,Lafayette Ave & Stuyvesant Ave,430,40.692,-73.9326
298,62 St & 43 Ave,426,40.7426,-73.9029
1475,Stuyvesant Ave & Hart St,419,40.6946,-73.9343
1392,Sedgwick Ave & Hall of Fame Tce,413,40.8595,-73.9133
264,54 St & 37 Ave,412,40.751,-73.908
163,37 Ave & 63 St,406,40.7489,-73.8998
301,64 St & 3 Ave,398,40.64,-74.0232
305,65 St & Broadway,396,40.7494,-73.8974
1446,St. Johns Pl & Kingston Ave,386,40.6712,-73.9424
886,Eastern Pkwy & Troy Ave,379,40.6693,-73.9369
1589,W 212 St & 10 Ave,379,40.8677,-73.9168
293,61 St & Laurel Hill Blvd,377,40.7388,-73.9034
185,41 Ave & 67 St,364,40.7445,-73.8976
1528,Vernon Blvd & Queens Plaza S,363,40.7541,-73.9494
269,57 St & 1 Ave - Brooklyn Army Terminal Vaccination Site,360,40.6464,-74.0231
1486,Thomas S. Boyland St & Fulton St,356,40.6785,-73.9137
335,9 Ave & W 206 St,348,40.8631,-73.9176
907,Forsyth St	& Grand St,340,40.7178,-73.9932
1151,MacDonough St & Malcolm X Blvd,325,40.6827,-73.9293
1520,Van Sinderen Ave & Atlantic Ave,307,40.6763,-73.9036
1488,Thomas S. Boyland St & Marion St,304,40.6815,-73.9142
1160,Macon St & Lewis Ave,304,40.6828,-73.9349
1349,Ralph Ave & Fulton St,302,40.6792,-73.9219
1413,Somers St & Rockaway Ave,293,40.6787,-73.9111
336,9 Ave & W 219 St,279,40.8711,-73.9115
858,E 85 St & East End Ave,266,40.7743,-73.9455
55,20 Ave & 33 St,262,40.7794,-73.9057
627,Courtlandt Ave & E 157 St,259,40.8223,-73.9168
1757,Wyckoff St & 3 Ave,250,40.6827,-73.9827
944,Fulton St & Saratoga Ave,246,40.6785,-73.9164
1751,Woodside Ave & 69 St,242,40.7428,-73.8958
270,57 St & 37 Ave,241,40.7505,-73.9051
1432,St Johns Pl & Utica Ave,233,40.6705,-73.9305
1384,Schenectady Ave & Prospect Pl,226,40.6735,-73.9336
652,Decatur St & Saratoga Ave,222,40.6834,-73.9171
1154,MacDougal St & Rockaway Ave,222,40.6802,-73.9114
354,Albany Ave & Park Pl,208,40.673,-73.939
1080,Keegan Rd & 2 Ave,199,40.6424,-74.0255
1218,Morgan WH station,198,40.7033,-73.9318
1283,Pacific St & Troy Ave,194,40.6769,-73.9361
1162,Macon St & Patchen Ave,191,40.6837,-73.9261
334,9 Ave & W 204 St,188,40.8617,-73.9186
885,Eastern Pkwy & Rochester Ave,183,40.6685,-73.928
1159,Macon St & Howard Ave,165,40.6846,-73.9201
1217,Morgan Loading Docks,160,40.7093,-73.9312
505,Brooklyn Ave & Dean St,135,40.6768,-73.9443
1497,Troy Ave & Sterling Pl,132,40.672,-73.9365
1295,Park Pl & Utica Ave,131,40.6724,-73.931
431,Bergen St & Troy Ave,129,40.6752,-73.9356
454,Broad St & Water St,127,40.7029,-74.0115
1284,Pacific St & Utica Ave,118,40.6767,-73.9305
1253,Nassau St	& Duffield St,116,40.6985,-73.9838
1234,Murray St	& West St,111,40.715,-74.0125
884,Eastern Pkwy & Ralph Ave,107,40.6686,-73.9229
1470,Sterling Pl & Schenectady Ave,96,40.6716,-73.9338
1435,St Marks Ave & Rochester Ave,91,40.674,-73.9277
426,Bergen St & Buffalo Ave,83,40.6747,-73.9252
438,Boerum Pl	& Pacific St,80,40.6885,-73.9912
1336,Prospect Pl & Howard Ave,71,40.6726,-73.9198
1099,Lab - NYC,67,40.7537,-73.9965
1405,Skillman Ave & 32 Pl,53,40.7465,-73.9322
1469,Sterling Pl & Rochester Ave,52,40.6713,-73.9282
1291,Park Pl & Buffalo Ave,52,40.672,-73.9254
1519,Van Dam St & Review Ave,52,40.7344,-73.9379
1280,Pacific St & Ralph Ave,49,40.6761,-73.9217
376,Amsterdam Ave & W 189 St new,47,40.8532,-73.9272
429,Bergen St & Saratoga Ave,43,40.6742,-73.9166
1281,Pacific St & Rochester Ave,41,40.6763,-73.9275
1434,St Marks Ave & Ralph Ave,41,40.6737,-73.9219
1294,Park Pl & Thomas S. Boyland St,40,40.6715,-73.9143
614,Columbus Pl & Atlantic Ave,38,40.6772,-73.9228
1032,Herkimer St & Eastern Pkwy,36,40.6774,-73.9083
1468,Sterling Pl & Ralph Ave,35,40.671,-73.9222
42,2 Ave & 43 St,32,40.6529,-74.0129
1282,Pacific St & Thomas S. Boyland St,29,40.6757,-73.914
43,2 Ave & 44 St,28,40.6523,-74.0134
510,Buffalo Ave & St Johns Pl,27,40.6702,-73.9254
1496,Troy Ave & Park Pl,23,40.6723,-73.9365
1216,Morgan Bike Mechanics,21,40.7096,-73.9315
582,Church St & Thomas St,18,40.7169,-74.0065
1142,Lincoln Pl & Nostrand Ave,17,40.6708,-73.9507
603,College Ave & E 169 St,16,40.8351,-73.912
905,Folin St & E 181 St,15,40.8539,-73.8984
1623,W 40 St & 8 Ave,8,40.7548,-73.9882
1136,Lexington Ave & Stuyvesant Ave,8,40.6897,-73.9336
830,E 6 St 2 Ave,6,40.7274,-73.9884
1398,Sharon St & Olive St_new,3,40.7153,-73.9387
1388,Schermerhorn St and Court St,2,40.691,-73.9918
